customer_key,customer_id,first_name,last_name,full_name,email,phone,country,city,location_key,kyc_status,preferred_channel,join_date,customer_segment,is_fraud_target
2500,NAB-C002500,Sofia,Brown,Sofia Brown,sofia.brown2500@email.com,+2347065036911,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2020-12-03,Retail,0
2501,NAB-C002501,Isabella,Davis,Isabella Davis,isabella.davis2501@email.com,+2348772744078,United Kingdom,London,9,Verified,Web Banking,2022-07-30,SME,0
2502,NAB-C002502,Bello,Okafor,Bello Okafor,bello.okafor2502@email.com,+2348743939389,United Kingdom,Glasgow,13,Verified,POS,2022-12-09,Retail,0
2503,NAB-C002503,Folake,Ikenna,Folake Ikenna,folake.ikenna2503@email.com,+2348776419786,United Kingdom,Leeds,12,Verified,Web Banking,2022-04-27,SME,0
2504,NAB-C002504,Dele,Yakubu,Dele Yakubu,dele.yakubu2504@email.com,+2347877448299,Nigeria,Abuja,2,Verified,Mobile Banking,2022-03-16,SME,0
2505,NAB-C002505,Yetunde,Miller,Yetunde Miller,yetunde.miller2505@email.com,+2348212308335,United Kingdom,Glasgow,13,Verified,POS,2021-01-18,Corporate,0
2506,NAB-C002506,Bello,Idris,Bello Idris,bello.idris2506@email.com,+2347188167541,Nigeria,Ibadan,5,Pending,ATM,2021-02-19,Premium,0
2507,NAB-C002507,Ntombi,Jones,Ntombi Jones,ntombi.jones2507@email.com,+2349001760647,Germany,Cologne,44,Pending,Mobile Banking,2020-08-14,Corporate,0
2508,NAB-C002508,Aliyu,Brown,Aliyu Brown,aliyu.brown2508@email.com,+2347551801347,United States,Los Angeles,31,Verified,POS,2020-09-10,Premium,0
2509,NAB-C002509,Bola,Ndlovu,Bola Ndlovu,bola.ndlovu2509@email.com,+2347103560709,Nigeria,Lagos,1,Verified,Web Banking,2023-04-17,Corporate,0
2510,NAB-C002510,Lily,Wilson,Lily Wilson,lily.wilson2510@email.com,+2348999572954,Ghana,Cape Coast,19,Pending,ATM,2019-04-02,Corporate,0
2511,NAB-C002511,Yusuf,Agyei,Yusuf Agyei,yusuf.agyei2511@email.com,+2348121130827,South Africa,Port Elizabeth,24,Verified,Mobile Banking,2020-03-14,Corporate,0
2512,NAB-C002512,Faith,Gonzalez,Faith Gonzalez,faith.gonzalez2512@email.com,+2348109610829,United Kingdom,Liverpool,14,Expired,Mobile Banking,2019-07-26,Premium,0
2513,NAB-C002513,Carlos,Smith,Carlos Smith,carlos.smith2513@email.com,+2348769280030,United Kingdom,Glasgow,13,Pending,ATM,2021-11-03,Premium,0
2514,NAB-C002514,Rotimi,Mthembu,Rotimi Mthembu,rotimi.mthembu2514@email.com,+2347238718314,Kenya,Mombasa,26,Expired,POS,2019-10-05,Retail,0
2515,NAB-C002515,Musa,Chukwu,Musa Chukwu,musa.chukwu2515@email.com,+2348418054664,Nigeria,Benin City,8,Verified,POS,2020-07-03,Retail,0
2516,NAB-C002516,Grace,Perez,Grace Perez,grace.perez2516@email.com,+2347970347376,United Kingdom,Manchester,10,Verified,POS,2019-02-05,Premium,0
2517,NAB-C002517,Amina,Sithole,Amina Sithole,amina.sithole2517@email.com,+2348987368416,Kenya,Eldoret,29,Verified,Mobile Banking,2022-06-13,Retail,0
2518,NAB-C002518,Femi,Brown,Femi Brown,femi.brown2518@email.com,+2348123928659,United Kingdom,Manchester,10,Verified,Mobile Banking,2021-09-22,SME,0
2519,NAB-C002519,Thabo,Davis,Thabo Davis,thabo.davis2519@email.com,+2348614876572,South Africa,Cape Town,21,Verified,Web Banking,2022-01-02,Retail,0
2520,NAB-C002520,Samuel,Taylor,Samuel Taylor,samuel.taylor2520@email.com,+2347590777554,Ghana,Sekondi-Takoradi,18,Pending,Branch,2023-06-22,Corporate,0
2521,NAB-C002521,Isla,Abubakar,Isla Abubakar,isla.abubakar2521@email.com,+2348410233546,Canada,Toronto,35,Verified,POS,2020-06-16,SME,0
2522,NAB-C002522,Hauwa,Saleh,Hauwa Saleh,hauwa.saleh2522@email.com,+2348203179288,United Kingdom,London,9,Verified,POS,2023-02-03,Premium,0
2523,NAB-C002523,Carlos,Brown,Carlos Brown,carlos.brown2523@email.com,+2348410881629,Nigeria,Kaduna,6,Verified,Mobile Banking,2019-04-10,Retail,0
2524,NAB-C002524,Bongani,Khalid,Bongani Khalid,bongani.khalid2524@email.com,+2347683795111,France,Paris,45,Verified,Mobile Banking,2020-03-03,Premium,0
2525,NAB-C002525,Chukwuemeka,Darko,Chukwuemeka Darko,chukwuemeka.darko2525@email.com,+2347022409492,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2023-06-22,SME,0
2526,NAB-C002526,Isla,Yusuf,Isla Yusuf,isla.yusuf2526@email.com,+2348553719335,Nigeria,Kaduna,6,Verified,Web Banking,2022-07-22,Retail,0
2527,NAB-C002527,Kojo,Tinubu,Kojo Tinubu,kojo.tinubu2527@email.com,+2347264176879,Nigeria,Abuja,2,Pending,Mobile Banking,2019-11-25,Corporate,0
2528,NAB-C002528,Aisha,Eze,Aisha Eze,aisha.eze2528@email.com,+2348945141010,Nigeria,Benin City,8,Verified,Mobile Banking,2023-07-13,Premium,0
2529,NAB-C002529,Usman,Jones,Usman Jones,usman.jones2529@email.com,+2347466074733,Kenya,Mombasa,26,Pending,ATM,2023-06-24,Premium,0
2530,NAB-C002530,Edward,Taylor,Edward Taylor,edward.taylor2530@email.com,+2348512503898,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2023-08-01,Corporate,0
2531,NAB-C002531,Olivia,Mokoena,Olivia Mokoena,olivia.mokoena2531@email.com,+2349052192024,UAE,Ajman,53,Verified,Mobile Banking,2020-05-15,SME,0
2532,NAB-C002532,Blessing,Sithole,Blessing Sithole,blessing.sithole2532@email.com,+2348219985085,Canada,Calgary,38,Verified,Mobile Banking,2021-03-09,Corporate,0
2533,NAB-C002533,Joseph,Agyei,Joseph Agyei,joseph.agyei2533@email.com,+2348317361649,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2020-02-11,SME,0
2534,NAB-C002534,Emma,Moore,Emma Moore,emma.moore2534@email.com,+2347340178482,United Kingdom,Manchester,10,Verified,Web Banking,2019-02-15,Premium,0
2535,NAB-C002535,Ama,Jones,Ama Jones,ama.jones2535@email.com,+2347380296096,United Kingdom,Birmingham,11,Pending,Web Banking,2022-04-07,Premium,0
2536,NAB-C002536,Seun,Garcia,Seun Garcia,seun.garcia2536@email.com,+2348338852633,Nigeria,Enugu,7,Verified,Branch,2023-05-02,Premium,0
2537,NAB-C002537,Yetunde,Brown,Yetunde Brown,yetunde.brown2537@email.com,+2347092027609,Nigeria,Ibadan,5,Verified,Branch,2022-06-07,Retail,0
2538,NAB-C002538,David,Johnson,David Johnson,david.johnson2538@email.com,+2347459546929,South Africa,Port Elizabeth,24,Verified,Mobile Banking,2021-03-03,SME,0
2539,NAB-C002539,George,Roberts,George Roberts,george.roberts2539@email.com,+2348873384167,Nigeria,Kano,3,Expired,Mobile Banking,2021-01-24,Corporate,0
2540,NAB-C002540,Yaw,Rodriguez,Yaw Rodriguez,yaw.rodriguez2540@email.com,+2348271262376,United Kingdom,Glasgow,13,Verified,Mobile Banking,2022-08-19,SME,0
2541,NAB-C002541,Chukwuemeka,Thomas,Chukwuemeka Thomas,chukwuemeka.thomas2541@email.com,+2347558620034,Ghana,Accra,15,Verified,ATM,2021-08-31,Retail,0
2542,NAB-C002542,Edward,Ikenna,Edward Ikenna,edward.ikenna2542@email.com,+2347975697916,Nigeria,Ibadan,5,Expired,ATM,2021-01-24,Corporate,0
2543,NAB-C002543,Bongani,Mthembu,Bongani Mthembu,bongani.mthembu2543@email.com,+2347705773238,Nigeria,Port Harcourt,4,Pending,Web Banking,2019-08-15,Premium,0
2544,NAB-C002544,Grace,Sani,Grace Sani,grace.sani2544@email.com,+2348378262496,Nigeria,Ibadan,5,Pending,Branch,2023-10-20,Retail,0
2545,NAB-C002545,Hauwa,Evans,Hauwa Evans,hauwa.evans2545@email.com,+2348780263733,United States,Chicago,32,Verified,Mobile Banking,2019-08-17,Corporate,0
2546,NAB-C002546,Usman,Fashola,Usman Fashola,usman.fashola2546@email.com,+2348177630023,Kenya,Nairobi,25,Verified,Web Banking,2022-10-08,Corporate,0
2547,NAB-C002547,Emma,Miller,Emma Miller,emma.miller2547@email.com,+2348019832106,Kenya,Mombasa,26,Verified,Web Banking,2019-08-27,Corporate,0
2548,NAB-C002548,Daniel,Wilson,Daniel Wilson,daniel.wilson2548@email.com,+2349023100451,Kenya,Eldoret,29,Verified,Branch,2023-04-16,SME,0
2549,NAB-C002549,Emma,Roberts,Emma Roberts,emma.roberts2549@email.com,+2347286131281,France,Lyon,46,Verified,Mobile Banking,2021-09-13,SME,0
2550,NAB-C002550,Ngozi,Martinez,Ngozi Martinez,ngozi.martinez2550@email.com,+2348920792447,Nigeria,Kano,3,Pending,Mobile Banking,2022-08-13,Retail,0
2551,NAB-C002551,Thabo,Zulu,Thabo Zulu,thabo.zulu2551@email.com,+2347600218415,United Kingdom,Manchester,10,Verified,Mobile Banking,2019-09-02,Retail,0
2552,NAB-C002552,Sipho,Oduya,Sipho Oduya,sipho.oduya2552@email.com,+2347342654714,South Africa,Durban,22,Verified,Mobile Banking,2022-09-18,SME,0
2553,NAB-C002553,Henry,Osei,Henry Osei,henry.osei2553@email.com,+2347212151374,Nigeria,Benin City,8,Verified,Branch,2022-03-09,SME,0
2554,NAB-C002554,Abdullahi,Lopez,Abdullahi Lopez,abdullahi.lopez2554@email.com,+2348579213752,Ghana,Sekondi-Takoradi,18,Verified,Web Banking,2019-10-29,SME,0
2555,NAB-C002555,Ntombi,Evans,Ntombi Evans,ntombi.evans2555@email.com,+2347381084005,UAE,Ras Al Khaimah,54,Verified,Mobile Banking,2022-11-22,Premium,0
2556,NAB-C002556,Lanre,Chukwu,Lanre Chukwu,lanre.chukwu2556@email.com,+2348386600502,Nigeria,Lagos,1,Verified,ATM,2020-01-11,SME,0
2557,NAB-C002557,Ramatu,Agyei,Ramatu Agyei,ramatu.agyei2557@email.com,+2347821566924,Nigeria,Lagos,1,Verified,Web Banking,2022-03-17,Retail,0
2558,NAB-C002558,Kojo,Jones,Kojo Jones,kojo.jones2558@email.com,+2347857611104,Nigeria,Benin City,8,Verified,Web Banking,2020-11-09,SME,0
2559,NAB-C002559,Aisha,Obiora,Aisha Obiora,aisha.obiora2559@email.com,+2348701714364,Kenya,Nairobi,25,Verified,Mobile Banking,2019-07-20,Premium,0
2560,NAB-C002560,Thabo,Eze,Thabo Eze,thabo.eze2560@email.com,+2348252825625,Nigeria,Kaduna,6,Verified,Mobile Banking,2020-11-14,Corporate,0
2561,NAB-C002561,Charlotte,Yusuf,Charlotte Yusuf,charlotte.yusuf2561@email.com,+2347522686813,Ghana,Accra,15,Verified,Mobile Banking,2021-02-22,Retail,0
2562,NAB-C002562,Fatima,Khalid,Fatima Khalid,fatima.khalid2562@email.com,+2348672229088,Nigeria,Benin City,8,Verified,Mobile Banking,2019-09-13,Premium,0
2563,NAB-C002563,Faith,Nwachukwu,Faith Nwachukwu,faith.nwachukwu2563@email.com,+2348216273823,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2021-10-14,Premium,0
2564,NAB-C002564,Zainab,Evans,Zainab Evans,zainab.evans2564@email.com,+2348768726427,United Kingdom,Manchester,10,Verified,Mobile Banking,2019-05-30,Corporate,0
2565,NAB-C002565,Ntombi,Thomas,Ntombi Thomas,ntombi.thomas2565@email.com,+2348175012098,United States,Houston,33,Verified,ATM,2022-12-25,Retail,0
2566,NAB-C002566,Harry,Okonkwo,Harry Okonkwo,harry.okonkwo2566@email.com,+2347310740341,United Kingdom,Birmingham,11,Verified,POS,2023-08-14,Corporate,0
2567,NAB-C002567,Sade,Nwosu,Sade Nwosu,sade.nwosu2567@email.com,+2347033064283,Nigeria,Kano,3,Verified,Mobile Banking,2021-09-10,SME,0
2568,NAB-C002568,Peace,Rodriguez,Peace Rodriguez,peace.rodriguez2568@email.com,+2348568576538,Kenya,Mombasa,26,Expired,Mobile Banking,2020-03-12,Corporate,0
2569,NAB-C002569,Funke,Omar,Funke Omar,funke.omar2569@email.com,+2348325049104,United States,Houston,33,Pending,Mobile Banking,2021-10-24,SME,0
2570,NAB-C002570,Ramatu,Zulu,Ramatu Zulu,ramatu.zulu2570@email.com,+2347878267753,Nigeria,Port Harcourt,4,Expired,Mobile Banking,2021-04-13,Premium,0
2571,NAB-C002571,Sofia,Perez,Sofia Perez,sofia.perez2571@email.com,+2347287626503,Kenya,Nairobi,25,Expired,Mobile Banking,2020-02-15,Corporate,0
2572,NAB-C002572,Kojo,Zulu,Kojo Zulu,kojo.zulu2572@email.com,+2347282207781,Ghana,Tamale,17,Verified,Mobile Banking,2023-09-18,Retail,0
2573,NAB-C002573,Dele,Atiku,Dele Atiku,dele.atiku2573@email.com,+2348160699013,Ghana,Accra,15,Verified,POS,2021-07-05,Corporate,0
2574,NAB-C002574,Zanele,Atiku,Zanele Atiku,zanele.atiku2574@email.com,+2348699011120,Canada,Montreal,37,Verified,POS,2021-07-09,Premium,0
2575,NAB-C002575,Ibrahim,Davis,Ibrahim Davis,ibrahim.davis2575@email.com,+2348128543243,United Kingdom,London,9,Pending,Mobile Banking,2021-02-11,Premium,0
2576,NAB-C002576,Bola,Ibrahim,Bola Ibrahim,bola.ibrahim2576@email.com,+2348197201177,United Kingdom,Manchester,10,Verified,Branch,2020-03-26,Retail,0
2577,NAB-C002577,Isla,Okafor,Isla Okafor,isla.okafor2577@email.com,+2347184155376,United Kingdom,Glasgow,13,Pending,Web Banking,2023-03-10,Retail,0
2578,NAB-C002578,Michael,Davies,Michael Davies,michael.davies2578@email.com,+2348919278812,Ghana,Cape Coast,19,Expired,Branch,2019-08-12,SME,0
2579,NAB-C002579,Hassan,Nwosu,Hassan Nwosu,hassan.nwosu2579@email.com,+2348160355083,United States,Chicago,32,Expired,Mobile Banking,2022-05-11,Premium,0
2580,NAB-C002580,Femi,Omar,Femi Omar,femi.omar2580@email.com,+2347481039437,France,Paris,45,Verified,Web Banking,2023-04-06,Premium,0
2581,NAB-C002581,Dele,Lopez,Dele Lopez,dele.lopez2581@email.com,+2347361147790,United Kingdom,Manchester,10,Verified,Mobile Banking,2023-11-13,SME,0
2582,NAB-C002582,Joy,Sani,Joy Sani,joy.sani2582@email.com,+2348938452689,South Africa,Cape Town,21,Pending,Mobile Banking,2021-11-27,SME,0
2583,NAB-C002583,Lindiwe,Davis,Lindiwe Davis,lindiwe.davis2583@email.com,+2347809393817,Nigeria,Lagos,1,Verified,Mobile Banking,2021-01-04,Corporate,0
2584,NAB-C002584,Ntombi,Davies,Ntombi Davies,ntombi.davies2584@email.com,+2347007212726,United Kingdom,Glasgow,13,Verified,Web Banking,2023-11-23,Retail,0
2585,NAB-C002585,Chioma,Garcia,Chioma Garcia,chioma.garcia2585@email.com,+2348826208779,Nigeria,Lagos,1,Verified,Mobile Banking,2019-02-14,SME,0
2586,NAB-C002586,Tunde,Eze,Tunde Eze,tunde.eze2586@email.com,+2348785995998,South Africa,Cape Town,21,Expired,Web Banking,2019-10-05,Premium,0
2587,NAB-C002587,Lebo,Musa,Lebo Musa,lebo.musa2587@email.com,+2347644677957,United Kingdom,Glasgow,13,Verified,Web Banking,2022-01-12,Retail,0
2588,NAB-C002588,Henry,Lewis,Henry Lewis,henry.lewis2588@email.com,+2347108796249,United Kingdom,Birmingham,11,Verified,Mobile Banking,2023-09-10,Corporate,0
2589,NAB-C002589,Abena,Miller,Abena Miller,abena.miller2589@email.com,+2348793218949,Nigeria,Abuja,2,Pending,Mobile Banking,2019-11-13,Premium,0
2590,NAB-C002590,Samuel,Agyei,Samuel Agyei,samuel.agyei2590@email.com,+2348297357274,United Kingdom,London,9,Verified,Web Banking,2020-03-16,Corporate,0
2591,NAB-C002591,Kojo,Martinez,Kojo Martinez,kojo.martinez2591@email.com,+2347663671069,Nigeria,Kano,3,Verified,Mobile Banking,2019-05-29,Retail,0
2592,NAB-C002592,Ahmed,Martinez,Ahmed Martinez,ahmed.martinez2592@email.com,+2347695660013,United States,New York,30,Verified,ATM,2022-10-12,Corporate,0
2593,NAB-C002593,Suleiman,Thomas,Suleiman Thomas,suleiman.thomas2593@email.com,+2348303972604,Nigeria,Kaduna,6,Verified,Web Banking,2020-09-11,Corporate,0
2594,NAB-C002594,Carlos,Rodriguez,Carlos Rodriguez,carlos.rodriguez2594@email.com,+2347115252262,Canada,Calgary,38,Verified,Mobile Banking,2019-11-27,SME,0
2595,NAB-C002595,Femi,Adeyemi,Femi Adeyemi,femi.adeyemi2595@email.com,+2348088764825,United States,Phoenix,34,Pending,Mobile Banking,2020-01-22,SME,0
2596,NAB-C002596,Ama,Miller,Ama Miller,ama.miller2596@email.com,+2349079077675,United Kingdom,Glasgow,13,Expired,Mobile Banking,2022-04-20,Premium,0
2597,NAB-C002597,Abdullahi,Okafor,Abdullahi Okafor,abdullahi.okafor2597@email.com,+2347562812402,Ghana,Cape Coast,19,Pending,ATM,2021-02-18,SME,0
2598,NAB-C002598,Charlotte,Wilson,Charlotte Wilson,charlotte.wilson2598@email.com,+2347883873846,United States,Chicago,32,Verified,Mobile Banking,2022-11-03,SME,0
2599,NAB-C002599,Adewale,Ali,Adewale Ali,adewale.ali2599@email.com,+2347203369363,Nigeria,Ibadan,5,Verified,Branch,2020-06-11,SME,0
2600,NAB-C002600,Henry,Sithole,Henry Sithole,henry.sithole2600@email.com,+2348349353727,Nigeria,Abuja,2,Verified,Mobile Banking,2023-07-13,Corporate,0
2601,NAB-C002601,Adewale,Adeyemi,Adewale Adeyemi,adewale.adeyemi2601@email.com,+2347130636285,Nigeria,Enugu,7,Verified,Web Banking,2023-09-29,SME,0
2602,NAB-C002602,Aliyu,Adewale,Aliyu Adewale,aliyu.adewale2602@email.com,+2347274420126,Nigeria,Enugu,7,Verified,Web Banking,2023-06-11,SME,0
2603,NAB-C002603,Oliver,Asante,Oliver Asante,oliver.asante2603@email.com,+2348219337573,Nigeria,Kano,3,Verified,ATM,2023-03-17,Premium,0
2604,NAB-C002604,Emmanuel,Mthembu,Emmanuel Mthembu,emmanuel.mthembu2604@email.com,+2349032601634,Nigeria,Lagos,1,Verified,Web Banking,2022-06-09,Corporate,0
2605,NAB-C002605,Amina,Oduya,Amina Oduya,amina.oduya2605@email.com,+2349052393686,Kenya,Nakuru,28,Verified,POS,2022-08-30,Corporate,0
2606,NAB-C002606,Funke,Jones,Funke Jones,funke.jones2606@email.com,+2347944476195,Kenya,Kisumu,27,Verified,Web Banking,2023-02-10,SME,0
2607,NAB-C002607,Camila,Perez,Camila Perez,camila.perez2607@email.com,+2347714889348,United Kingdom,London,9,Verified,Mobile Banking,2023-06-05,Corporate,0
2608,NAB-C002608,Sophie,Brown,Sophie Brown,sophie.brown2608@email.com,+2347557213984,France,Marseille,47,Verified,Mobile Banking,2023-02-01,Premium,0
2609,NAB-C002609,Samuel,Sani,Samuel Sani,samuel.sani2609@email.com,+2348625349415,UAE,Ras Al Khaimah,54,Verified,Mobile Banking,2022-02-20,SME,0
2610,NAB-C002610,Oliver,Obi,Oliver Obi,oliver.obi2610@email.com,+2347898304315,United Kingdom,London,9,Verified,ATM,2019-03-03,Premium,0
2611,NAB-C002611,Adewale,Davies,Adewale Davies,adewale.davies2611@email.com,+2349053837612,France,Lyon,46,Verified,POS,2023-06-29,Premium,0
2612,NAB-C002612,Suleiman,Buhari,Suleiman Buhari,suleiman.buhari2612@email.com,+2348016414714,United Kingdom,Birmingham,11,Verified,Web Banking,2022-04-11,Retail,0
2613,NAB-C002613,Kofi,Nwachukwu,Kofi Nwachukwu,kofi.nwachukwu2613@email.com,+2347886440327,Ghana,Kumasi,16,Verified,Branch,2023-09-19,Retail,0
2614,NAB-C002614,Emma,Perez,Emma Perez,emma.perez2614@email.com,+2347269625319,United Kingdom,Leeds,12,Expired,Mobile Banking,2023-02-07,Corporate,0
2615,NAB-C002615,Usman,Dlamini,Usman Dlamini,usman.dlamini2615@email.com,+2347812615757,Nigeria,Enugu,7,Pending,Web Banking,2019-09-11,Retail,0
2616,NAB-C002616,Mercy,Asante,Mercy Asante,mercy.asante2616@email.com,+2348585390084,Nigeria,Enugu,7,Pending,ATM,2020-07-12,SME,0
2617,NAB-C002617,Folake,Garcia,Folake Garcia,folake.garcia2617@email.com,+2348417177737,Ghana,Kumasi,16,Verified,ATM,2021-09-05,Corporate,0
2618,NAB-C002618,Kwame,Asante,Kwame Asante,kwame.asante2618@email.com,+2348058833180,Kenya,Nairobi,25,Verified,ATM,2020-06-26,Retail,0
2619,NAB-C002619,Isabella,Chukwu,Isabella Chukwu,isabella.chukwu2619@email.com,+2347501441137,United Kingdom,London,9,Pending,Mobile Banking,2021-07-07,Corporate,0
2620,NAB-C002620,Yaw,Hernandez,Yaw Hernandez,yaw.hernandez2620@email.com,+2347139098689,United Kingdom,Glasgow,13,Pending,Web Banking,2019-11-11,Corporate,0
2621,NAB-C002621,Maria,Roberts,Maria Roberts,maria.roberts2621@email.com,+2348662434714,Ghana,Sekondi-Takoradi,18,Verified,Mobile Banking,2019-01-24,Retail,0
2622,NAB-C002622,Daniel,Musa,Daniel Musa,daniel.musa2622@email.com,+2347667871892,Nigeria,Kano,3,Pending,Mobile Banking,2021-11-03,Corporate,0
2623,NAB-C002623,Samuel,Obi,Samuel Obi,samuel.obi2623@email.com,+2347109430833,Nigeria,Lagos,1,Verified,Mobile Banking,2021-09-01,Premium,0
2624,NAB-C002624,James,Moore,James Moore,james.moore2624@email.com,+2348873239368,United Kingdom,London,9,Verified,Web Banking,2020-04-27,Retail,0
2625,NAB-C002625,Aisha,Williams,Aisha Williams,aisha.williams2625@email.com,+2348182745480,Nigeria,Port Harcourt,4,Verified,POS,2021-06-01,Retail,0
2626,NAB-C002626,Samuel,Asante,Samuel Asante,samuel.asante2626@email.com,+2347639550746,United States,New York,30,Expired,POS,2022-09-29,Premium,0
2627,NAB-C002627,Joseph,Moore,Joseph Moore,joseph.moore2627@email.com,+2348766596646,Nigeria,Benin City,8,Verified,Web Banking,2020-08-12,Premium,0
2628,NAB-C002628,Ngozi,Boateng,Ngozi Boateng,ngozi.boateng2628@email.com,+2348633289342,Canada,Calgary,38,Pending,Branch,2023-01-18,Corporate,0
2629,NAB-C002629,Abena,Bello,Abena Bello,abena.bello2629@email.com,+2347611808089,Kenya,Kisumu,27,Verified,POS,2020-04-14,Premium,0
2630,NAB-C002630,Isabella,Sithole,Isabella Sithole,isabella.sithole2630@email.com,+2347442452557,Canada,Toronto,35,Verified,Branch,2023-06-28,Corporate,0
2631,NAB-C002631,Aliyu,Ndlovu,Aliyu Ndlovu,aliyu.ndlovu2631@email.com,+2348198535771,Ghana,Accra,15,Verified,Web Banking,2022-12-27,Premium,0
2632,NAB-C002632,Thomas,Okonkwo,Thomas Okonkwo,thomas.okonkwo2632@email.com,+2348535577232,United Kingdom,Leeds,12,Verified,Mobile Banking,2023-08-09,Retail,0
2633,NAB-C002633,Ramatu,Boateng,Ramatu Boateng,ramatu.boateng2633@email.com,+2348673313316,United Kingdom,Glasgow,13,Verified,Web Banking,2023-04-19,SME,0
2634,NAB-C002634,Ibrahim,Williams,Ibrahim Williams,ibrahim.williams2634@email.com,+2347539693162,South Africa,Port Elizabeth,24,Verified,Web Banking,2021-10-07,Retail,0
2635,NAB-C002635,William,Williams,William Williams,william.williams2635@email.com,+2348201856820,United Kingdom,Manchester,10,Verified,POS,2021-07-27,Retail,0
2636,NAB-C002636,Patience,Hernandez,Patience Hernandez,patience.hernandez2636@email.com,+2347999701068,Ghana,Cape Coast,19,Verified,POS,2021-12-12,Retail,0
2637,NAB-C002637,Amina,Onuoha,Amina Onuoha,amina.onuoha2637@email.com,+2347289810310,South Africa,Durban,22,Verified,Mobile Banking,2019-08-13,Premium,0
2638,NAB-C002638,Patience,Nwachukwu,Patience Nwachukwu,patience.nwachukwu2638@email.com,+2348695099060,UAE,Dubai,50,Verified,Branch,2023-09-16,Premium,0
2639,NAB-C002639,Henry,Zulu,Henry Zulu,henry.zulu2639@email.com,+2347042784539,United States,Chicago,32,Verified,Web Banking,2021-04-10,Premium,0
2640,NAB-C002640,Abena,Zulu,Abena Zulu,abena.zulu2640@email.com,+2348963639035,Nigeria,Abuja,2,Verified,Branch,2019-02-26,SME,0
2641,NAB-C002641,Blessing,Mokoena,Blessing Mokoena,blessing.mokoena2641@email.com,+2348768348481,Nigeria,Abuja,2,Pending,Mobile Banking,2022-04-01,Retail,0
2642,NAB-C002642,James,Idris,James Idris,james.idris2642@email.com,+2349020818538,Germany,Munich,41,Verified,Branch,2023-08-29,Corporate,0
2643,NAB-C002643,Yusuf,Hernandez,Yusuf Hernandez,yusuf.hernandez2643@email.com,+2347477023535,United States,New York,30,Verified,Web Banking,2019-01-25,Corporate,0
2644,NAB-C002644,Olivia,Gonzalez,Olivia Gonzalez,olivia.gonzalez2644@email.com,+2348960383541,United Kingdom,Manchester,10,Verified,Mobile Banking,2022-03-25,Premium,0
2645,NAB-C002645,Luis,Osei,Luis Osei,luis.osei2645@email.com,+2347316453418,United States,Chicago,32,Pending,Mobile Banking,2023-08-29,Retail,0
2646,NAB-C002646,Babatunde,Yusuf,Babatunde Yusuf,babatunde.yusuf2646@email.com,+2347624491779,Kenya,Eldoret,29,Expired,Web Banking,2020-01-02,SME,0
2647,NAB-C002647,Comfort,Sithole,Comfort Sithole,comfort.sithole2647@email.com,+2347036670392,Nigeria,Abuja,2,Verified,POS,2022-02-03,Corporate,0
2648,NAB-C002648,Sophie,Roberts,Sophie Roberts,sophie.roberts2648@email.com,+2348735993157,Nigeria,Kano,3,Verified,Web Banking,2019-04-28,Premium,0
2649,NAB-C002649,Chioma,Nkosi,Chioma Nkosi,chioma.nkosi2649@email.com,+2348642649691,United Kingdom,Glasgow,13,Verified,POS,2019-09-30,Retail,0
2650,NAB-C002650,Grace,Buhari,Grace Buhari,grace.buhari2650@email.com,+2348733405858,Kenya,Nakuru,28,Pending,Mobile Banking,2022-01-27,SME,0
2651,NAB-C002651,Maria,Smith,Maria Smith,maria.smith2651@email.com,+2347777991641,Kenya,Nakuru,28,Verified,Mobile Banking,2022-01-02,Premium,0
2652,NAB-C002652,Camila,Musa,Camila Musa,camila.musa2652@email.com,+2348577008903,Kenya,Eldoret,29,Verified,Web Banking,2022-08-24,SME,0
2653,NAB-C002653,Sade,Gonzalez,Sade Gonzalez,sade.gonzalez2653@email.com,+2348657217167,United Kingdom,Liverpool,14,Pending,Mobile Banking,2021-11-05,Premium,0
2654,NAB-C002654,Charlotte,Chukwu,Charlotte Chukwu,charlotte.chukwu2654@email.com,+2347989329748,Nigeria,Abuja,2,Verified,Mobile Banking,2023-10-08,Premium,0
2655,NAB-C002655,Chioma,Nxumalo,Chioma Nxumalo,chioma.nxumalo2655@email.com,+2348141513480,United Kingdom,Birmingham,11,Verified,Branch,2021-03-23,SME,0
2656,NAB-C002656,Lily,Adewale,Lily Adewale,lily.adewale2656@email.com,+2348138330145,Nigeria,Benin City,8,Verified,Mobile Banking,2022-08-22,SME,0
2657,NAB-C002657,Garba,Gonzalez,Garba Gonzalez,garba.gonzalez2657@email.com,+2348515431585,United States,Chicago,32,Verified,Web Banking,2022-02-06,SME,0
2658,NAB-C002658,Joke,Bello,Joke Bello,joke.bello2658@email.com,+2348614351064,Nigeria,Kano,3,Verified,Web Banking,2019-08-07,Premium,0
2659,NAB-C002659,Abdullahi,Omar,Abdullahi Omar,abdullahi.omar2659@email.com,+2347894683476,Nigeria,Ibadan,5,Expired,Web Banking,2021-05-28,SME,0
2660,NAB-C002660,Amina,Omar,Amina Omar,amina.omar2660@email.com,+2348027001396,South Africa,Pretoria,23,Verified,Branch,2023-02-11,SME,0
