account_key,account_id,customer_key,account_type,currency,credit_limit,current_balance,account_status,open_date,balance_tier
1505,NAB-A00001505,1071,Current,USD,5089.09,3572.25,Active,2023-06-29,Low
1506,NAB-A00001506,1072,Current,GHS,4712.38,898.57,Active,2019-09-05,Low
1507,NAB-A00001507,1073,Savings,ZAR,5090.31,3180.5,Active,2021-01-20,Low
1508,NAB-A00001508,1073,Savings,ZAR,10076.37,1504.56,Active,2021-01-21,Low
1509,NAB-A00001509,1073,Domiciliary,ZAR,9857.61,6484.51,Suspended,2021-01-25,Low
1510,NAB-A00001510,1074,Savings,USD,92844.93,47393.61,Active,2021-12-03,Mid
1511,NAB-A00001511,1075,Current,ZAR,4802.84,1817.64,Active,2021-12-18,Low
1512,NAB-A00001512,1076,Current,USD,5154.16,383.45,Active,2023-03-04,Low
1513,NAB-A00001513,1076,Savings,USD,53863.61,12132.59,Active,2023-03-04,Mid
1514,NAB-A00001514,1076,Savings,USD,26119.3,5911.6,Active,2023-03-07,Low
1515,NAB-A00001515,1077,Premium,NGN,48245.19,20384.7,Active,2020-03-20,Mid
1516,NAB-A00001516,1077,Fixed Deposit,NGN,267494.32,13913.22,Dormant,2020-03-25,Mid
1517,NAB-A00001517,1078,Current,USD,51181.41,21656.05,Active,2022-09-05,Mid
1518,NAB-A00001518,1078,Domiciliary,USD,45865.47,18357.11,Active,2022-09-05,Mid
1519,NAB-A00001519,1079,Fixed Deposit,USD,25655.57,1382.78,Active,2019-02-15,Low
1520,NAB-A00001520,1080,Savings,USD,9609.58,2199.98,Active,2019-07-24,Low
1521,NAB-A00001521,1080,Savings,USD,4929.71,4002.1,Active,2019-07-21,Low
1522,NAB-A00001522,1080,Savings,USD,9623.7,1345.98,Active,2019-07-14,Low
1523,NAB-A00001523,1081,Premium,USD,4814.26,4175.02,Active,2020-12-03,Low
1524,NAB-A00001524,1082,Savings,ZAR,24938.94,7494.78,Active,2023-01-17,Low
1525,NAB-A00001525,1082,Savings,ZAR,26117.43,17771.27,Active,2022-12-19,Mid
1526,NAB-A00001526,1082,Current,ZAR,26477.24,15201.66,Dormant,2023-01-05,Mid
1527,NAB-A00001527,1083,Premium,USD,9061.7,4202.41,Dormant,2022-02-22,Low
1528,NAB-A00001528,1084,Current,ZAR,5257.48,4160.9,Active,2020-12-09,Low
1529,NAB-A00001529,1084,Savings,ZAR,25163.72,17813.13,Active,2020-12-05,Mid
1530,NAB-A00001530,1084,Current,ZAR,5352.71,566.16,Active,2020-12-22,Low
1531,NAB-A00001531,1085,Savings,USD,10301.02,6443.43,Active,2020-07-30,Low
1532,NAB-A00001532,1086,Premium,ZAR,5228.46,2766.92,Active,2021-06-21,Low
1533,NAB-A00001533,1087,Savings,NGN,9818.02,8897.77,Active,2020-08-17,Low
1534,NAB-A00001534,1087,Current,NGN,23558.39,19292.12,Active,2020-08-12,Mid
1535,NAB-A00001535,1088,Current,NGN,25525.45,5191.23,Dormant,2020-09-23,Low
1536,NAB-A00001536,1088,Current,NGN,51179.21,28470.64,Active,2020-09-20,Mid
1537,NAB-A00001537,1089,Fixed Deposit,NGN,10443.8,2333.04,Active,2022-02-17,Low
1538,NAB-A00001538,1090,Current,NGN,264531.21,189267.9,Active,2021-05-22,High
1539,NAB-A00001539,1091,Current,ZAR,45903.72,23550.85,Active,2023-02-13,Mid
1540,NAB-A00001540,1092,Domiciliary,NGN,10581.93,7495.73,Active,2019-03-21,Low
1541,NAB-A00001541,1093,Savings,ZAR,10211.29,8437.15,Active,2019-05-21,Low
1542,NAB-A00001542,1094,Savings,ZAR,9038.62,8483.01,Active,2019-08-14,Low
1543,NAB-A00001543,1095,Savings,USD,5211.91,1550.8,Active,2021-07-21,Low
1544,NAB-A00001544,1096,Fixed Deposit,GBP,5481.03,751.65,Active,2022-05-18,Low
1545,NAB-A00001545,1096,Current,GBP,23070.82,20199.7,Active,2022-05-18,Mid
1546,NAB-A00001546,1097,Current,NGN,9523.52,7515.78,Dormant,2019-12-18,Low
1547,NAB-A00001547,1098,Current,GBP,98475.66,40753.27,Active,2023-02-18,Mid
1548,NAB-A00001548,1099,Savings,NGN,25930.62,7113.75,Active,2019-03-02,Low
1549,NAB-A00001549,1100,Savings,USD,23089.32,6225.04,Active,2021-04-16,Low
1550,NAB-A00001550,1100,Savings,USD,10620.86,653.4,Active,2021-05-06,Low
1551,NAB-A00001551,1101,Current,GHS,54052.75,5878.25,Dormant,2021-09-09,Low
1552,NAB-A00001552,1101,Fixed Deposit,GHS,107320.77,22127.06,Active,2021-09-01,Mid
1553,NAB-A00001553,1102,Domiciliary,NGN,106787.21,33660.73,Dormant,2021-10-25,Mid
1554,NAB-A00001554,1102,Current,NGN,25153.95,7256.69,Active,2021-10-27,Low
1555,NAB-A00001555,1103,Domiciliary,NGN,5146.54,872.58,Active,2023-04-16,Low
1556,NAB-A00001556,1103,Premium,NGN,5069.42,4579.49,Active,2023-04-07,Low
1557,NAB-A00001557,1104,Domiciliary,NGN,50862.79,10795.85,Active,2019-10-01,Mid
1558,NAB-A00001558,1105,Premium,USD,50005.1,4202.46,Suspended,2023-03-29,Low
1559,NAB-A00001559,1105,Premium,USD,10579.74,7577.87,Active,2023-03-25,Low
1560,NAB-A00001560,1105,Current,USD,9472.06,1432.73,Active,2023-04-11,Low
1561,NAB-A00001561,1106,Savings,GBP,51138.7,20537.28,Active,2020-12-12,Mid
1562,NAB-A00001562,1107,Savings,USD,45230.78,21548.19,Active,2020-08-23,Mid
1563,NAB-A00001563,1108,Current,NGN,94718.5,44621.76,Active,2023-06-17,Mid
1564,NAB-A00001564,1109,Current,GBP,9089.05,8474.91,Active,2023-01-10,Low
1565,NAB-A00001565,1110,Premium,NGN,5409.57,1211.32,Active,2021-06-09,Low
1566,NAB-A00001566,1110,Current,NGN,27426.22,6236.77,Active,2021-06-27,Low
1567,NAB-A00001567,1111,Current,GHS,9580.45,3100.03,Active,2023-05-20,Low
1568,NAB-A00001568,1112,Savings,NGN,99980.09,13045.64,Active,2020-08-15,Mid
1569,NAB-A00001569,1113,Savings,USD,48776.66,35532.36,Active,2022-07-15,Mid
1570,NAB-A00001570,1113,Current,USD,9965.58,5404.14,Active,2022-07-27,Low
1571,NAB-A00001571,1113,Current,USD,10893.53,4041.87,Active,2022-07-08,Low
1572,NAB-A00001572,1114,Domiciliary,NGN,23015.77,15975.79,Active,2020-01-23,Mid
1573,NAB-A00001573,1115,Premium,USD,53702.26,37704.84,Active,2020-10-04,Mid
1574,NAB-A00001574,1115,Current,USD,24184.06,8984.7,Active,2020-10-26,Low
1575,NAB-A00001575,1115,Savings,USD,26684.68,5559.06,Active,2020-10-11,Low
1576,NAB-A00001576,1116,Savings,NGN,9042.91,2933.58,Active,2020-07-21,Low
1577,NAB-A00001577,1117,Savings,ZAR,10029.42,2913.94,Active,2020-05-01,Low
1578,NAB-A00001578,1118,Savings,USD,4524.86,367.71,Active,2023-05-25,Low
1579,NAB-A00001579,1119,Current,USD,4805.05,1612.22,Active,2019-11-24,Low
1580,NAB-A00001580,1119,Savings,USD,23045.05,14279.06,Active,2019-11-14,Mid
1581,NAB-A00001581,1120,Savings,NGN,26410.24,10800.6,Active,2020-07-15,Mid
1582,NAB-A00001582,1120,Savings,NGN,10678.58,2058.36,Active,2020-07-21,Low
1583,NAB-A00001583,1121,Fixed Deposit,NGN,10068.93,2798.87,Active,2023-04-03,Low
1584,NAB-A00001584,1122,Savings,NGN,4585.82,318.73,Active,2019-11-12,Low
1585,NAB-A00001585,1123,Current,ZAR,10755.81,4729.2,Active,2021-12-11,Low
1586,NAB-A00001586,1124,Current,GBP,9495.32,4289.66,Dormant,2019-05-21,Low
1587,NAB-A00001587,1125,Current,USD,52235.96,7486.68,Active,2023-07-19,Low
1588,NAB-A00001588,1125,Domiciliary,USD,247229.37,32867.62,Active,2023-07-10,Mid
1589,NAB-A00001589,1126,Savings,NGN,5106.71,1299.09,Active,2021-03-22,Low
1590,NAB-A00001590,1127,Domiciliary,USD,25181.86,15708.9,Dormant,2021-01-18,Mid
1591,NAB-A00001591,1128,Current,GHS,10212.65,2806.05,Active,2020-01-14,Low
1592,NAB-A00001592,1128,Savings,GHS,9197.56,1103.77,Active,2020-01-21,Low
1593,NAB-A00001593,1129,Savings,ZAR,49717.89,46122.4,Active,2023-01-18,Mid
1594,NAB-A00001594,1130,Current,NGN,10339.27,3644.04,Active,2023-09-09,Low
1595,NAB-A00001595,1130,Current,NGN,9691.26,5850.19,Active,2023-08-28,Low
1596,NAB-A00001596,1131,Savings,NGN,10645.8,7173.1,Active,2019-03-16,Low
1597,NAB-A00001597,1132,Savings,NGN,10378.22,7244.12,Active,2020-05-19,Low
1598,NAB-A00001598,1133,Savings,USD,10423.44,3997.41,Active,2020-06-15,Low
1599,NAB-A00001599,1133,Savings,USD,5409.27,2263.25,Active,2020-06-25,Low
1600,NAB-A00001600,1134,Savings,NGN,10712.55,6977.15,Dormant,2022-01-14,Low
1601,NAB-A00001601,1134,Savings,NGN,23381.86,11036.26,Active,2021-12-23,Mid
1602,NAB-A00001602,1135,Domiciliary,NGN,9506.44,5810.87,Active,2020-12-25,Low
1603,NAB-A00001603,1136,Domiciliary,NGN,22807.17,7559.71,Active,2021-09-29,Low
1604,NAB-A00001604,1136,Current,NGN,53789.93,7347.71,Active,2021-09-30,Low
1605,NAB-A00001605,1137,Savings,USD,24472.31,16410.68,Active,2020-04-26,Mid
1606,NAB-A00001606,1138,Current,NGN,5056.54,1411.97,Active,2022-05-28,Low
1607,NAB-A00001607,1139,Savings,USD,10997.9,1599.48,Active,2021-03-27,Low
1608,NAB-A00001608,1139,Domiciliary,USD,5424.29,2451.11,Active,2021-04-08,Low
1609,NAB-A00001609,1140,Current,GBP,48663.29,3284.76,Active,2019-12-21,Low
1610,NAB-A00001610,1140,Current,GBP,4587.65,869.35,Active,2019-12-09,Low
1611,NAB-A00001611,1141,Savings,NGN,4621.43,1066.31,Active,2023-03-20,Low
1612,NAB-A00001612,1142,Fixed Deposit,NGN,9239.53,5024.23,Active,2020-07-29,Low
1613,NAB-A00001613,1143,Fixed Deposit,GBP,49539.38,15731.53,Closed,2023-02-21,Mid
1614,NAB-A00001614,1144,Savings,USD,109394.21,47173.97,Active,2021-08-03,Mid
1615,NAB-A00001615,1144,Savings,USD,25064.76,2913.9,Active,2021-07-23,Low
1616,NAB-A00001616,1145,Savings,GHS,48830.54,40404.32,Active,2020-08-18,Mid
1617,NAB-A00001617,1145,Current,GHS,5167.88,402.12,Active,2020-08-14,Low
1618,NAB-A00001618,1146,Premium,GBP,49294.77,37744.22,Active,2023-02-10,Mid
1619,NAB-A00001619,1147,Domiciliary,GBP,10047.6,2615.16,Suspended,2020-05-19,Low
1620,NAB-A00001620,1148,Current,GBP,5328.24,4050.38,Active,2023-05-10,Low
1621,NAB-A00001621,1149,Current,NGN,4515.07,2894.08,Suspended,2023-12-10,Low
1622,NAB-A00001622,1150,Savings,GBP,4570.01,3331.48,Active,2022-11-25,Low
1623,NAB-A00001623,1151,Current,NGN,9520.48,2590.57,Closed,2019-08-17,Low
1624,NAB-A00001624,1152,Current,USD,10450.21,5736.25,Active,2021-11-25,Low
1625,NAB-A00001625,1153,Fixed Deposit,NGN,9356.39,4051.95,Dormant,2019-10-22,Low
1626,NAB-A00001626,1154,Premium,USD,53772.15,47911.31,Active,2020-06-19,Mid
1627,NAB-A00001627,1154,Premium,USD,5206.88,2497.71,Active,2020-07-08,Low
1628,NAB-A00001628,1155,Savings,GHS,48033.82,42072.37,Active,2022-11-20,Mid
1629,NAB-A00001629,1155,Current,GHS,9239.87,3369.26,Suspended,2022-11-30,Low
1630,NAB-A00001630,1156,Savings,USD,5085.2,4799.71,Active,2023-04-25,Low
1631,NAB-A00001631,1157,Savings,USD,10738.71,6169.45,Active,2022-12-27,Low
1632,NAB-A00001632,1157,Premium,USD,5082.54,2304.35,Active,2023-01-02,Low
1633,NAB-A00001633,1157,Savings,USD,47471.38,2389.75,Active,2023-01-01,Low
1634,NAB-A00001634,1158,Savings,USD,26679.17,21684.87,Active,2020-02-09,Mid
1635,NAB-A00001635,1159,Savings,USD,99724.86,21994.41,Active,2019-09-27,Mid
1636,NAB-A00001636,1159,Savings,USD,105296.98,53017.03,Active,2019-09-22,High
1637,NAB-A00001637,1160,Savings,NGN,10531.66,3221.0,Dormant,2022-10-08,Low
1638,NAB-A00001638,1161,Fixed Deposit,NGN,47905.12,8812.21,Active,2022-06-16,Low
1639,NAB-A00001639,1162,Current,NGN,5356.67,899.77,Active,2022-05-21,Low
1640,NAB-A00001640,1162,Current,NGN,93938.21,18945.94,Active,2022-05-19,Mid
1641,NAB-A00001641,1162,Savings,NGN,47184.03,35279.37,Closed,2022-06-10,Mid
1642,NAB-A00001642,1163,Savings,USD,10930.77,2975.58,Active,2023-12-13,Low
1643,NAB-A00001643,1164,Savings,USD,9565.65,7483.11,Active,2023-03-16,Low
1644,NAB-A00001644,1165,Current,GHS,4839.19,4462.77,Active,2022-10-09,Low
1645,NAB-A00001645,1166,Domiciliary,GHS,23785.42,19893.86,Active,2019-10-19,Mid
1646,NAB-A00001646,1167,Savings,NGN,9671.83,2218.54,Active,2022-06-09,Low
1647,NAB-A00001647,1168,Current,NGN,22792.19,18748.3,Active,2021-04-10,Mid
1648,NAB-A00001648,1168,Savings,NGN,9863.98,5767.48,Active,2021-04-06,Low
1649,NAB-A00001649,1169,Premium,NGN,4697.32,1937.57,Active,2022-12-07,Low
1650,NAB-A00001650,1170,Savings,USD,10680.29,8764.47,Active,2023-02-14,Low
1651,NAB-A00001651,1171,Savings,NGN,10585.09,1347.01,Active,2019-06-06,Low
1652,NAB-A00001652,1172,Savings,NGN,101822.17,50085.3,Active,2020-05-10,High
1653,NAB-A00001653,1173,Current,NGN,5388.94,4504.97,Active,2023-11-27,Low
1654,NAB-A00001654,1173,Domiciliary,NGN,100143.96,74996.2,Active,2023-11-23,High
1655,NAB-A00001655,1174,Current,NGN,23371.35,13559.39,Active,2021-06-27,Mid
1656,NAB-A00001656,1174,Fixed Deposit,NGN,10994.24,10431.14,Active,2021-07-02,Mid
1657,NAB-A00001657,1174,Savings,NGN,273519.55,227820.2,Active,2021-06-14,High
1658,NAB-A00001658,1175,Current,NGN,9844.02,1235.55,Active,2023-04-06,Low
1659,NAB-A00001659,1175,Current,NGN,5032.22,349.12,Active,2023-03-25,Low
1660,NAB-A00001660,1176,Domiciliary,NGN,105131.06,6494.94,Active,2022-09-19,Low
1661,NAB-A00001661,1176,Fixed Deposit,NGN,5345.04,3623.96,Active,2022-09-26,Low
1662,NAB-A00001662,1176,Current,NGN,9040.6,2902.81,Active,2022-09-20,Low
1663,NAB-A00001663,1177,Savings,ZAR,249164.29,79766.86,Active,2020-02-13,High
1664,NAB-A00001664,1178,Savings,USD,227162.2,102890.02,Active,2022-05-18,High
1665,NAB-A00001665,1179,Current,USD,23715.12,16958.85,Active,2020-08-04,Mid
1666,NAB-A00001666,1180,Current,ZAR,4892.8,3693.75,Active,2020-02-12,Low
1667,NAB-A00001667,1180,Current,ZAR,23141.79,11224.57,Active,2020-01-28,Mid
1668,NAB-A00001668,1181,Savings,NGN,26866.9,8245.52,Active,2022-06-24,Low
1669,NAB-A00001669,1182,Current,USD,10811.03,1642.76,Active,2021-09-27,Low
1670,NAB-A00001670,1183,Savings,GHS,5347.63,2385.39,Active,2022-02-11,Low
1671,NAB-A00001671,1184,Savings,GBP,10894.4,5577.01,Active,2021-09-04,Low
1672,NAB-A00001672,1184,Current,GBP,90100.44,52338.11,Active,2021-08-13,High
1673,NAB-A00001673,1184,Savings,GBP,4691.36,2933.95,Active,2021-08-13,Low
1674,NAB-A00001674,1185,Current,GBP,9259.46,1238.02,Closed,2020-12-15,Low
1675,NAB-A00001675,1186,Savings,GHS,26394.47,19760.9,Active,2019-08-19,Mid
1676,NAB-A00001676,1187,Savings,NGN,49437.42,46015.03,Active,2019-03-16,Mid
1677,NAB-A00001677,1188,Domiciliary,NGN,9290.8,4988.19,Dormant,2019-03-11,Low
1678,NAB-A00001678,1189,Savings,NGN,9522.14,1114.02,Active,2019-05-07,Low
1679,NAB-A00001679,1190,Savings,NGN,9435.33,1256.21,Active,2021-07-26,Low
1680,NAB-A00001680,1190,Domiciliary,NGN,10077.56,7750.55,Active,2021-07-24,Low
1681,NAB-A00001681,1191,Fixed Deposit,GBP,229736.91,124442.29,Active,2023-10-25,High
1682,NAB-A00001682,1192,Fixed Deposit,NGN,23796.76,7843.31,Active,2022-12-20,Low
1683,NAB-A00001683,1193,Savings,USD,270663.28,64517.03,Active,2020-01-11,High
1684,NAB-A00001684,1194,Savings,GHS,47934.1,8464.47,Active,2023-12-02,Low
1685,NAB-A00001685,1195,Fixed Deposit,USD,4559.6,2142.38,Active,2022-09-13,Low
1686,NAB-A00001686,1195,Domiciliary,USD,10783.84,8677.84,Active,2022-09-11,Low
1687,NAB-A00001687,1196,Fixed Deposit,NGN,22763.16,12213.3,Active,2021-09-26,Mid
1688,NAB-A00001688,1196,Current,NGN,9488.14,7010.53,Active,2021-09-09,Low
1689,NAB-A00001689,1197,Savings,USD,99281.12,50802.27,Active,2020-04-07,High
1690,NAB-A00001690,1198,Savings,USD,4924.23,4186.09,Active,2023-05-12,Low
1691,NAB-A00001691,1198,Savings,USD,90121.03,54417.48,Active,2023-05-07,High
1692,NAB-A00001692,1198,Savings,USD,9390.77,4599.86,Active,2023-05-18,Low
1693,NAB-A00001693,1199,Premium,NGN,22948.04,17905.53,Active,2020-07-28,Mid
1694,NAB-A00001694,1200,Savings,NGN,10995.98,2279.8,Suspended,2023-07-01,Low
1695,NAB-A00001695,1201,Savings,NGN,51837.48,39449.86,Suspended,2022-04-03,Mid
1696,NAB-A00001696,1201,Savings,NGN,48657.99,28428.95,Active,2022-03-24,Mid
1697,NAB-A00001697,1201,Savings,NGN,4967.36,3444.08,Active,2022-03-20,Low
1698,NAB-A00001698,1202,Fixed Deposit,NGN,27129.67,12608.04,Active,2023-03-23,Mid
1699,NAB-A00001699,1202,Fixed Deposit,NGN,4743.29,1126.9,Active,2023-04-03,Low
1700,NAB-A00001700,1203,Savings,NGN,5069.09,4019.2,Active,2019-07-11,Low
1701,NAB-A00001701,1203,Savings,NGN,4766.45,1249.84,Active,2019-06-19,Low
1702,NAB-A00001702,1204,Current,NGN,93021.89,11659.64,Dormant,2020-06-04,Mid
1703,NAB-A00001703,1205,Savings,USD,5051.64,4297.82,Active,2021-02-08,Low
1704,NAB-A00001704,1205,Current,USD,9098.6,3789.12,Active,2021-02-19,Low
1705,NAB-A00001705,1206,Savings,NGN,9187.78,2694.76,Active,2021-07-04,Low
1706,NAB-A00001706,1206,Fixed Deposit,NGN,9700.5,8261.5,Closed,2021-07-31,Low
1707,NAB-A00001707,1207,Savings,USD,9312.28,1200.35,Active,2023-02-16,Low
1708,NAB-A00001708,1208,Savings,NGN,10200.26,7181.1,Active,2019-06-18,Low
1709,NAB-A00001709,1209,Current,NGN,25736.54,14710.58,Dormant,2022-05-20,Mid
1710,NAB-A00001710,1210,Savings,USD,4895.07,1517.83,Active,2021-04-29,Low
1711,NAB-A00001711,1211,Current,USD,22864.86,3736.59,Active,2021-12-07,Low
1712,NAB-A00001712,1211,Fixed Deposit,USD,10513.97,3705.96,Active,2021-11-21,Low
1713,NAB-A00001713,1212,Domiciliary,GBP,247178.14,231620.75,Active,2022-03-10,High
1714,NAB-A00001714,1212,Savings,GBP,9930.65,8388.66,Active,2022-03-28,Low
1715,NAB-A00001715,1212,Current,GBP,109858.12,97557.57,Suspended,2022-03-17,High
1716,NAB-A00001716,1213,Savings,NGN,4800.47,3350.59,Active,2020-04-29,Low
1717,NAB-A00001717,1213,Premium,NGN,109590.2,14336.79,Active,2020-04-26,Mid
1718,NAB-A00001718,1214,Premium,NGN,104233.23,41186.52,Active,2023-01-25,Mid
1719,NAB-A00001719,1215,Savings,USD,90493.74,39351.54,Active,2021-04-30,Mid
1720,NAB-A00001720,1216,Current,NGN,23467.99,19718.74,Active,2021-10-01,Mid
1721,NAB-A00001721,1216,Current,NGN,9749.48,3946.42,Active,2021-10-01,Low
1722,NAB-A00001722,1217,Current,NGN,5025.89,3136.04,Active,2019-10-08,Low
1723,NAB-A00001723,1218,Premium,NGN,10074.32,2509.67,Closed,2022-10-09,Low
1724,NAB-A00001724,1219,Savings,USD,4539.42,2267.34,Active,2022-10-04,Low
1725,NAB-A00001725,1219,Premium,USD,23662.19,10119.18,Active,2022-10-15,Mid
1726,NAB-A00001726,1220,Current,ZAR,237456.29,142302.84,Active,2022-06-07,High
1727,NAB-A00001727,1221,Domiciliary,NGN,5023.78,4165.4,Active,2023-08-19,Low
1728,NAB-A00001728,1222,Savings,NGN,4553.06,2269.85,Active,2021-04-16,Low
1729,NAB-A00001729,1222,Savings,NGN,5250.7,4486.74,Dormant,2021-04-05,Low
1730,NAB-A00001730,1223,Savings,NGN,25653.84,24308.88,Active,2020-10-11,Mid
1731,NAB-A00001731,1223,Current,NGN,47430.19,30377.12,Active,2020-10-21,Mid
1732,NAB-A00001732,1223,Fixed Deposit,NGN,50895.96,24332.82,Suspended,2020-10-27,Mid
1733,NAB-A00001733,1224,Savings,NGN,10500.92,2228.36,Active,2021-05-20,Low
1734,NAB-A00001734,1224,Current,NGN,4647.29,3502.13,Active,2021-06-02,Low
1735,NAB-A00001735,1225,Current,NGN,5206.14,4509.68,Active,2019-04-27,Low
1736,NAB-A00001736,1226,Savings,NGN,46045.68,43591.21,Active,2020-12-02,Mid
1737,NAB-A00001737,1227,Current,NGN,24512.83,21568.6,Active,2020-09-15,Mid
1738,NAB-A00001738,1227,Current,NGN,10191.93,3510.56,Active,2020-09-25,Low
1739,NAB-A00001739,1227,Domiciliary,NGN,25967.83,4144.07,Active,2020-09-26,Low
1740,NAB-A00001740,1228,Current,USD,9950.3,2022.62,Active,2023-04-09,Low
1741,NAB-A00001741,1228,Domiciliary,USD,54928.49,9521.36,Active,2023-04-06,Low
1742,NAB-A00001742,1229,Savings,NGN,9132.09,3998.03,Active,2019-08-30,Low
1743,NAB-A00001743,1229,Current,NGN,4700.0,474.68,Active,2019-09-17,Low
1744,NAB-A00001744,1230,Savings,NGN,10748.0,2830.16,Active,2021-11-08,Low
1745,NAB-A00001745,1231,Current,ZAR,5164.65,3612.82,Active,2019-06-08,Low
1746,NAB-A00001746,1232,Current,NGN,51686.42,28715.52,Active,2021-02-18,Mid
1747,NAB-A00001747,1233,Current,NGN,5444.94,2788.03,Active,2023-05-03,Low
1748,NAB-A00001748,1234,Savings,GBP,10336.35,8720.47,Dormant,2019-10-10,Low
1749,NAB-A00001749,1235,Current,NGN,46252.1,37927.44,Active,2019-07-09,Mid
1750,NAB-A00001750,1235,Current,NGN,9752.72,8888.0,Active,2019-06-25,Low
1751,NAB-A00001751,1236,Premium,NGN,5426.59,1540.77,Active,2021-11-17,Low
1752,NAB-A00001752,1236,Domiciliary,NGN,4548.57,1479.4,Active,2021-10-29,Low
1753,NAB-A00001753,1237,Savings,USD,24645.48,5527.56,Active,2021-10-22,Low
1754,NAB-A00001754,1238,Fixed Deposit,NGN,9476.95,3684.62,Active,2023-01-07,Low
1755,NAB-A00001755,1238,Savings,NGN,9856.85,5330.67,Active,2023-01-11,Low
1756,NAB-A00001756,1239,Savings,NGN,54000.67,15180.29,Active,2020-05-30,Mid
1757,NAB-A00001757,1239,Fixed Deposit,NGN,9529.22,2190.13,Active,2020-06-02,Low
1758,NAB-A00001758,1239,Current,NGN,5364.49,1185.82,Active,2020-05-19,Low
1759,NAB-A00001759,1240,Savings,USD,10821.67,6691.95,Active,2023-10-24,Low
1760,NAB-A00001760,1241,Current,USD,104542.54,49806.29,Dormant,2023-10-26,Mid
1761,NAB-A00001761,1241,Savings,USD,97986.07,6684.02,Active,2023-11-11,Low
1762,NAB-A00001762,1242,Savings,NGN,4844.13,3064.41,Active,2020-12-18,Low
1763,NAB-A00001763,1243,Savings,NGN,9304.08,8333.88,Active,2020-05-26,Low
1764,NAB-A00001764,1244,Savings,NGN,22539.21,8902.74,Active,2022-12-15,Low
1765,NAB-A00001765,1245,Fixed Deposit,NGN,25412.28,19497.24,Active,2021-03-16,Mid
1766,NAB-A00001766,1245,Premium,NGN,26727.0,6709.81,Active,2021-03-19,Low
1767,NAB-A00001767,1246,Savings,NGN,26371.52,18013.9,Active,2021-06-10,Mid
1768,NAB-A00001768,1247,Current,ZAR,46413.67,2961.69,Suspended,2023-04-08,Low
1769,NAB-A00001769,1247,Current,ZAR,52832.14,3876.16,Active,2023-05-02,Low
1770,NAB-A00001770,1248,Current,NGN,5067.85,946.73,Suspended,2022-11-16,Low
1771,NAB-A00001771,1249,Current,USD,47021.92,37308.7,Active,2023-04-12,Mid
1772,NAB-A00001772,1249,Savings,USD,49804.13,16424.56,Active,2023-05-01,Mid
1773,NAB-A00001773,1250,Savings,NGN,9651.19,5379.21,Active,2021-03-30,Low
1774,NAB-A00001774,1250,Current,NGN,27368.79,7999.57,Active,2021-04-10,Low
1775,NAB-A00001775,1251,Current,ZAR,24606.33,17367.73,Active,2021-03-07,Mid
1776,NAB-A00001776,1252,Premium,NGN,25682.72,13646.54,Active,2023-05-30,Mid
1777,NAB-A00001777,1253,Current,USD,96568.07,7394.49,Active,2021-06-04,Low
1778,NAB-A00001778,1253,Savings,USD,9024.07,5929.67,Active,2021-06-29,Low
1779,NAB-A00001779,1254,Current,GHS,10171.76,1338.19,Active,2021-12-30,Low
1780,NAB-A00001780,1254,Current,GHS,23643.21,17393.74,Active,2021-12-26,Mid
1781,NAB-A00001781,1254,Current,GHS,9071.68,3882.36,Active,2021-12-13,Low
1782,NAB-A00001782,1255,Current,USD,24350.36,13781.28,Active,2021-09-14,Mid
1783,NAB-A00001783,1255,Current,USD,9274.42,3478.27,Active,2021-08-29,Low
1784,NAB-A00001784,1256,Savings,NGN,24287.49,19324.82,Dormant,2022-12-05,Mid
1785,NAB-A00001785,1257,Savings,NGN,10098.47,614.22,Active,2022-03-08,Low
1786,NAB-A00001786,1257,Current,NGN,5163.05,909.25,Active,2022-02-21,Low
1787,NAB-A00001787,1258,Domiciliary,GHS,27433.46,18383.27,Active,2020-10-21,Mid
1788,NAB-A00001788,1258,Savings,GHS,5196.64,2498.79,Active,2020-10-23,Low
1789,NAB-A00001789,1259,Savings,NGN,10001.68,2241.16,Active,2019-06-23,Low
1790,NAB-A00001790,1259,Savings,NGN,10172.84,1228.23,Active,2019-05-25,Low
1791,NAB-A00001791,1260,Current,NGN,23939.06,5918.02,Active,2023-09-01,Low
1792,NAB-A00001792,1261,Current,NGN,10726.67,3339.7,Active,2022-02-07,Low
1793,NAB-A00001793,1262,Savings,ZAR,23857.54,13331.81,Active,2021-05-15,Mid
1794,NAB-A00001794,1262,Current,ZAR,24103.28,21003.38,Active,2021-05-28,Mid
1795,NAB-A00001795,1263,Current,USD,10057.62,5567.44,Active,2023-11-13,Low
1796,NAB-A00001796,1264,Premium,NGN,10757.21,5047.18,Active,2020-11-05,Low
1797,NAB-A00001797,1264,Savings,NGN,10385.8,1537.86,Active,2020-11-01,Low
1798,NAB-A00001798,1264,Savings,NGN,47190.44,43884.22,Active,2020-11-04,Mid
1799,NAB-A00001799,1265,Savings,ZAR,9339.54,3699.94,Active,2020-05-06,Low
1800,NAB-A00001800,1265,Savings,ZAR,10414.7,3215.57,Active,2020-05-19,Low
1801,NAB-A00001801,1266,Savings,NGN,26716.42,13046.72,Active,2023-03-09,Mid
1802,NAB-A00001802,1267,Current,NGN,10091.44,774.67,Active,2020-11-28,Low
1803,NAB-A00001803,1268,Savings,NGN,9586.65,7517.38,Active,2022-02-12,Low
